"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
288.18,1043,0.0312,,0.1,15,,
288.18,1212,0.04,,0.1,15,,
288.18,1247,0.0797,,0.1,15,,
288.18,1276,0.1365,,0.1,15,,
288.18,1284,0.1771,,0.1,15,,
288.18,1288,0.273,,0.1,15,,
288.18,1269,0.3265,,0.1,15,,
288.18,1261,0.3985,,0.1,15,,
288.18,1257,0.5023,,0.1,15,,
288.18,1251,0.5692,,0.1,15,,
288.18,1151,0.7325,,0.1,15,,
288.18,916,0.8901,,0.1,15,,
288.18,645,0.9618,,0.1,15,,
