"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
100,2018,0.897,0.23,,,,
100,2462,0.87,0.29,,,,
100,2931,0.859,0.363,,,,
100,3000,0.871,0.367,,,,
100,3242,0.874,,,,,
100,3430,0.806,0.455,,,,
100,3447,0.792,,,,,
100,3510,0.8,0.432,,,,
100,3535,0.806,0.444,,,,
100,3540,0.811,0.439,,,,
100,3735,0.771,0.459,,,,
100,3825,0.74,0.496,,,,
100,3975,0.735,,,,,
100,3985,0.724,,,,,
100,4000,,0.555,,,,
100,4015,0.701,0.559,,,,
100,4040,0.685,,,,,
100,4065,0.697,0.535,,,,
100,4110,0.677,,,,,
100,4170,0.664,0.613,,,,
100,4178,0.631,,,,,
