"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
0.07,5.817,0.0,0.0,+-0.05,,,
0.07,7..86,0.066,0.292,+-0.05,,,
0.07,10.19,0.15,0.466,+-0.05,,,
0.07,12.90,0.234,0.606,+-0.05,,,
0.07,16.70,0.356,0.718,+-0.05,,,
0.07,20.63,0.488,0.797,+-0.05,,,
0.07,24.86,0.61,0.856,+-0.05,,,
0.07,29.51,0.73,0.915,+-0.05,,,
0.07,32.51,0.818,0.933,+-0.05,,,
0.07,35.25,0.876,0.955,+-0.05,,,
0.07,40.430,1.0,1.0,+-0.05,,,
