"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,19.5,0.04,0.688,,,,
298.15,20.52,0.06,0.704,,,,
298.15,21.01,0.07,0.711,,,,
298.15,21.33,0.08,0.713,,,,
298.15,21.47,0.1,0.719,,,,
298.15,21.62,0.1,0.721,,,,
298.15,21.74,0.12,0.724,,,,
298.15,21.93,0.13,0.723,,,,
298.15,22.05,0.15,0.727,,,,
298.15,22.06,0.16,0.726,,,,
298.15,22.31,0.18,0.728,,,,
298.15,22.02,0.2,0.728,,,,
298.15,22.13,0.2,0.729,,,,
298.15,21.94,0.3,0.728,,,,
298.15,22.04,0.4,0.731,,,,
298.15,22.25,0.45,0.732,,,,
298.15,22.34,0.5,0.732,,,,
298.15,22.15,0.6,0.732,,,,
298.15,22.37,0.65,0.731,,,,
298.15,22.19,0.7,0.732,,,,
298.15,22.33,0.8,0.73,,,,
298.15,22.29,0.86,0.729,,,,
298.15,22.28,0.87,0.728,,,,
298.15,22.38,0.88,0.729,,,,
298.15,22.22,0.9,0.736,,,,
298.15,22.2,0.9,0.731,,,,
298.15,22.1,0.93,0.747,,,,
298.15,21.89,0.94,0.753,,,,
298.15,21.63,0.95,0.769,,,,
298.15,20.83,0.97,0.807,,,,
