"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
280,100,0.0245,0.941,,,0.004,0.004
280,200,0.0495,0.966,,,0.004,0.004
280,300,0.0733,0.975,,,0.004,0.004
280,400,0.0974,0.98,,,0.004,0.004
280,500,0.12,0.983,,,0.004,0.004
280,600,0.142,0.984,,,0.004,0.004
280,800,0.185,0.986,,,0.004,0.004
280,1000,0.226,0.987,,,0.004,0.004
280,1250,0.274,0.987,,,0.004,0.004
280,1500,0.319,0.987,,,0.004,0.004
280,1750,0.362,0.986,,,0.004,0.004
280,2000,0.403,0.984,,,0.004,0.004
280,2250,0.441,0.982,,,0.004,0.004
280,2500,0.478,0.979,,,0.004,0.004
280,2750,0.513,0.975,,,0.004,0.004
280,3000,0.548,0.972,,,0.004,0.004
280,3500,0.617,0.961,,,0.004,0.004
280,4000,0.691,0.943,,,0.004,0.004
