"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,0.344,0.9667,0.2726,+-0.02,0.004,,
313.15,0.758,0.9039,0.1137,+-0.02,0.004,,
313.15,1.016,0.8632,0.0805,+-0.02,0.004,,
313.15,1.663,0.7685,0.0443,+-0.02,0.004,,
313.15,1.698,0.7628,0.043,+-0.02,0.004,,
313.15,2.164,0.6976,0.0308,+-0.02,0.004,,
313.15,2.432,0.6595,0.0258,+-0.02,0.004,,
313.15,2.86,0.6017,0.0199,+-0.02,0.004,,
313.15,2.962,0.5859,0.0186,+-0.02,0.004,,
313.15,3.387,0.5314,0.0147,+-0.02,0.004,,
313.15,3.653,0.4978,0.0127,+-0.02,0.004,,
313.15,4.282,0.4174,0.0089,+-0.02,0.004,,
313.15,4.582,0.3796,0.0075,+-0.02,0.004,,
313.15,4.758,0.3573,0.0067,+-0.02,0.004,,
313.15,5.572,0.2537,0.004,+-0.02,0.004,,
313.15,5.619,0.2491,0.0039,+-0.02,0.004,,
313.15,5.791,0.2245,0.0034,+-0.02,0.004,,
313.15,6.37,0.1452,0.002,+-0.02,0.004,,
313.15,6.747,0.0933,0.0012,+-0.02,0.004,,
313.15,6.944,0.0631,0.0008,+-0.02,0.004,,
313.15,7.176,0.0275,0.0004,+-0.02,0.004,,
