"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
328.96,101.01,0.056,,0.25,0.4,0.003,
334.02,98.81,0.056,,0.25,0.4,0.003,
344.12,94.91,0.056,,0.25,0.4,0.003,
351.91,92.2,0.056,,0.25,0.4,0.003,
362.02,89.0,0.056,,0.25,0.4,0.003,
374.29,85.55,0.056,,0.25,0.4,0.003,
385.2,82.8,0.056,,0.25,0.4,0.003,
397.67,79.85,0.056,,0.25,0.4,0.003,
403.82,78.5,0.056,,0.25,0.4,0.003,
417.48,75.64,0.056,,0.25,0.4,0.003,
429.23,73.34,0.056,,0.25,0.4,0.003,
441.43,70.99,0.056,,0.25,0.4,0.003,
452.61,68.89,0.056,,0.25,0.4,0.003,
