"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
403.15,33.27,0.0,,+-0.01,+-0.003,,
403.15,34.08,0.0785,,+-0.01,+-0.003,,
403.15,34.38,0.1445,,+-0.01,+-0.003,,
403.15,34.37,0.2565,,+-0.01,+-0.003,,
403.15,33.9,0.3636,,+-0.01,+-0.003,,
403.15,33.11,0.4711,,+-0.01,+-0.003,,
403.15,32.26,0.5526,,+-0.01,+-0.003,,
403.15,31.88,0.5904,,+-0.01,+-0.003,,
403.15,31.44,0.6175,,+-0.01,+-0.003,,
403.15,30.8,0.6588,,+-0.01,+-0.003,,
403.15,29.2,0.7401,,+-0.01,+-0.003,,
403.15,27.2,0.8156,,+-0.01,+-0.003,,
403.15,23.95,0.9059,,+-0.01,+-0.003,,
403.15,21.0,0.9678,,+-0.01,+-0.003,,
403.15,19.19,1.0,,+-0.01,+-0.003,,
