"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
358.31,101.32,0.018,0.0531,+-0.02,+-0.01,+-0.001,+-0.001
357.16,101.32,0.0438,0.111,+-0.02,+-0.01,+-0.001,+-0.001
356.12,101.32,0.067,0.1569,+-0.02,+-0.01,+-0.001,+-0.001
354.91,101.32,0.095,0.2134,+-0.02,+-0.01,+-0.001,+-0.001
353.39,101.32,0.1287,0.2778,+-0.02,+-0.01,+-0.001,+-0.001
351.97,101.32,0.165,0.3327,+-0.02,+-0.01,+-0.001,+-0.001
350.23,101.32,0.2068,0.401,+-0.02,+-0.01,+-0.001,+-0.001
348.9,101.32,0.244,0.4524,+-0.02,+-0.01,+-0.001,+-0.001
347.59,101.32,0.2799,0.5021,+-0.02,+-0.01,+-0.001,+-0.001
346.38,101.32,0.3126,0.5432,+-0.02,+-0.01,+-0.001,+-0.001
345.29,101.32,0.3443,0.5815,+-0.02,+-0.01,+-0.001,+-0.001
344.33,101.32,0.3735,0.6119,+-0.02,+-0.01,+-0.001,+-0.001
343.4,101.32,0.4024,0.6418,+-0.02,+-0.01,+-0.001,+-0.001
342.46,101.32,0.4321,0.6676,+-0.02,+-0.01,+-0.001,+-0.001
341.22,101.32,0.4738,0.7064,+-0.02,+-0.01,+-0.001,+-0.001
340.23,101.32,0.5074,0.7365,+-0.02,+-0.01,+-0.001,+-0.001
339.44,101.32,0.5301,0.7521,+-0.02,+-0.01,+-0.001,+-0.001
338.73,101.32,0.5559,0.7709,+-0.02,+-0.01,+-0.001,+-0.001
337.57,101.32,0.5979,0.8016,+-0.02,+-0.01,+-0.001,+-0.001
336.94,101.32,0.6225,0.8159,+-0.02,+-0.01,+-0.001,+-0.001
336.09,101.32,0.6531,0.8381,+-0.02,+-0.01,+-0.001,+-0.001
334.85,101.32,0.7052,0.8707,+-0.02,+-0.01,+-0.001,+-0.001
333.78,101.32,0.7478,0.8937,+-0.02,+-0.01,+-0.001,+-0.001
332.83,101.32,0.7884,0.914,+-0.02,+-0.01,+-0.001,+-0.001
331.79,101.32,0.834,0.9346,+-0.02,+-0.01,+-0.001,+-0.001
330.89,101.32,0.8728,0.9512,+-0.02,+-0.01,+-0.001,+-0.001
329.59,101.32,0.9341,0.9753,+-0.02,+-0.01,+-0.001,+-0.001
328.84,101.32,0.9696,0.9882,+-0.02,+-0.01,+-0.001,+-0.001
