"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
303.07,0.447,0.8992,,,,,
313.33,0.532,0.8992,,,,,
323.05,0.622,0.8992,,,,,
333.23,0.712,0.8992,,,,,
343.13,0.812,0.8992,,,,,
353.73,0.922,0.8992,,,,,
363.7,1.037,0.8992,,,,,
373.68,1.157,0.8992,,,,,
383.8,1.267,0.8992,,,,,
393.82,1.392,0.8992,,,,,
403.85,1.527,0.8992,,,,,
413.77,1.667,0.8992,,,,,
423.81,1.812,0.8992,,,,,
433.77,1.957,0.8992,,,,,
443.71,2.113,0.8992,,,,,
453.62,2.278,0.8992,,,,,
463.54,2.453,0.8992,,,,,
473.37,2.638,0.8992,,,,,
483.23,2.838,0.8992,,,,,
492.81,3.043,0.8992,,,,,
502.4,3.273,0.8992,,,,,
511.86,3.508,0.8992,,,,,
