"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
161.8,760,0.0,0.0,0.01,+-0.003,,
156.55,760,0.017,0.134,0.01,+-0.003,,
151.9,760,0.032,0.26,0.01,+-0.003,,
142.0,760,0.07,0.458,0.01,+-0.003,,
135.15,760,0.1,0.582,0.01,+-0.003,,
129.25,760,0.136,0.675,0.01,+-0.003,,
124.45,760,0.169,0.73,0.01,+-0.003,,
118.5,760,0.225,0.784,0.01,+-0.003,,
114.45,760,0.256,0.821,0.01,+-0.003,,
109.7,760,0.32,0.863,0.01,+-0.003,,
106.6,760,0.369,0.881,0.01,+-0.003,,
104.55,760,0.408,0.893,0.01,+-0.003,,
102.05,760,0.505,0.907,0.01,+-0.003,,
100.25,760,0.552,0.923,0.01,+-0.003,,
98.7,760,0.599,0.929,0.01,+-0.003,,
97.3,760,0.647,0.938,0.01,+-0.003,,
95.85,760,0.699,0.945,0.01,+-0.003,,
94.45,760,0.754,0.953,0.01,+-0.003,,
93.0,760,0.81,0.963,0.01,+-0.003,,
91.6,760,0.81,0.97,0.01,+-0.003,,
89.65,760,0.879,0.979,0.01,+-0.003,,
87.2,760,1.0,1.0,0.01,+-0.003,,
