"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
-10,2.0,0.0411,,,,,
-10,1.61,0.0723,,,,,
-10,1.18,0.115,0.016,,,,
-10,1.02,0.1545,0.238,,,,
-10,3.12,0.1896,0.858,,,,
-10,15.9,0.2145,,,,,
