"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
360.01,1518,0.0302,0.7598,+-0.01,0.0003,+-0.001,+-0.001
360.01,3566,0.0848,0.8737,+-0.01,0.0003,+-0.001,+-0.001
360.01,5480,0.1441,0.8994,+-0.01,0.0003,+-0.001,+-0.001
360.01,6970,0.198,0.9068,+-0.01,0.0003,+-0.001,+-0.001
360.01,8460,0.2634,0.906,+-0.01,0.0003,+-0.001,+-0.001
360.01,10040,0.3539,0.8972,+-0.01,0.0003,+-0.001,+-0.001
360.01,10860,0.411,0.8891,+-0.01,0.0003,+-0.001,+-0.001
360.01,11530,0.4768,0.8748,+-0.01,0.0003,+-0.001,+-0.001
360.01,12010,0.5396,0.8589,+-0.01,0.0003,+-0.001,+-0.001
360.01,12240,0.5788,0.8467,+-0.01,0.0003,+-0.001,+-0.001
360.01,12530,0.6471,0.8157,+-0.01,0.0003,+-0.001,+-0.001
360.01,12590,0.6674,0.8054,+-0.01,0.0003,+-0.001,+-0.001
