"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
48.9,300,1.0,1.0,,,,
50.2,300,0.923,0.989,,,,
51.3,300,0.867,0.978,,,,
52.8,300,0.802,0.966,,,,
55.1,300,0.726,0.949,,,,
56.9,300,0.645,0.931,,,,
59.8,300,0.56,0.906,,,,
62.6,300,0.483,0.873,,,,
67.1,300,0.348,0.805,,,,
70.5,300,0.276,0.757,,,,
73.4,300,0.232,0.705,,,,
80.2,300,0.145,0.573,,,,
83.9,300,0.107,0.494,,,,
86.6,300,0.088,0.43,,,,
89.8,300,0.059,0.35,,,,
91.7,300,0.046,0.287,,,,
93.3,300,0.036,0.24,,,,
94.0,300,0.028,0.21,,,,
96.4,300,0.015,0.127,,,,
98.6,300,0.0,0.0,,,,
