"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
70,47.75,0.01,0.135,+-0.05,+-0.2,+-0.005,+-0.005
70,68.1,0.05,0.414,+-0.05,+-0.2,+-0.005,+-0.005
70,87.28,0.1,0.561,+-0.05,+-0.2,+-0.005,+-0.005
70,102.39,0.15,0.641,+-0.05,+-0.2,+-0.005,+-0.005
70,115.25,0.2,0.693,+-0.05,+-0.2,+-0.005,+-0.005
70,126.73,0.25,0.733,+-0.05,+-0.2,+-0.005,+-0.005
70,137.17,0.3,0.764,+-0.05,+-0.2,+-0.005,+-0.005
70,146.61,0.35,0.789,+-0.05,+-0.2,+-0.005,+-0.005
70,155.0,0.4,0.81,+-0.05,+-0.2,+-0.005,+-0.005
70,162.33,0.45,0.827,+-0.05,+-0.2,+-0.005,+-0.005
70,168.64,0.5,0.842,+-0.05,+-0.2,+-0.005,+-0.005
70,174.08,0.55,0.854,+-0.05,+-0.2,+-0.005,+-0.005
70,178.85,0.6,0.865,+-0.05,+-0.2,+-0.005,+-0.005
70,183.16,0.65,0.876,+-0.05,+-0.2,+-0.005,+-0.005
70,187.18,0.7,0.887,+-0.05,+-0.2,+-0.005,+-0.005
70,191.0,0.75,0.898,+-0.05,+-0.2,+-0.005,+-0.005
70,194.58,0.8,0.911,+-0.05,+-0.2,+-0.005,+-0.005
70,197.78,0.85,0.924,+-0.05,+-0.2,+-0.005,+-0.005
70,200.38,0.9,0.939,+-0.05,+-0.2,+-0.005,+-0.005
70,202.19,0.95,0.959,+-0.05,+-0.2,+-0.005,+-0.005
