"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
293.19,1651,0.0311,,0.1,15,,
293.19,1661,0.04,,0.1,15,,
293.19,1711,0.0796,,0.1,15,,
293.19,1755,0.1365,,0.1,15,,
293.19,1768,0.1771,,0.1,15,,
293.19,1769,0.273,,0.1,15,,
293.19,1753,0.3265,,0.1,15,,
293.19,1735,0.3985,,0.1,15,,
293.19,1729,0.5023,,0.1,15,,
293.19,1719,0.5692,,0.1,15,,
293.19,1599,0.7325,,0.1,15,,
293.19,1272,0.8901,,0.1,15,,
293.19,915,0.9618,,0.1,15,,
