"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
117.8,760,0.02,0.115,0.1,,0.005,0.005
114.0,760,0.05,0.217,0.1,,0.005,0.005
110.9,760,0.092,0.315,0.1,,0.005,0.005
108.0,760,0.12,0.388,0.1,,0.005,0.005
106.0,760,0.15,0.437,0.1,,0.005,0.005
103.3,760,0.2,0.512,0.1,,0.005,0.005
100.5,760,0.264,0.592,0.1,,0.005,0.005
98.5,760,0.311,0.629,0.1,,0.005,0.005
95.2,760,0.4,0.696,0.1,,0.005,0.005
93.7,760,0.45,0.725,0.1,,0.005,0.005
92.2,760,0.5,0.755,0.1,,0.005,0.005
89.9,760,0.594,0.804,0.1,,0.005,0.005
88.2,760,0.679,0.842,0.1,,0.005,0.005
86.8,760,0.75,0.875,0.1,,0.005,0.005
85.5,760,0.838,0.916,0.1,,0.005,0.005
84.2,760,0.938,0.97,0.1,,0.005,0.005
