"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
295.0,64.5,,0.385,,,,
295.0,74.0,0.074,,,,,
295.0,101.0,,0.527,,,,
295.0,130.0,0.162,,,,,
295.0,180.5,0.237,,,,,
295.0,184.0,,0.648,,,,
295.0,200.0,,0.665,,,,
295.0,229.5,0.311,,,,,
295.0,230.0,,0.673,,,,
295.0,239.0,,0.686,,,,
295.0,257.0,,0.689,,,,
295.0,284.5,0.415,,,,,
295.0,289.0,,0.675,,,,
295.0,308.0,0.514,,,,,
