"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
95.0,40.48,0.0,0.0,,,,
95.0,42.83,0.0099,0.061,,,,
95.0,46.38,0.0272,0.1433,,,,
95.0,50.04,0.0448,0.2187,,,,
95.0,54.31,0.0672,0.2905,,,,
95.0,58.15,0.0894,0.3458,,,,
95.0,62.13,0.1129,0.3987,,,,
95.0,65.89,0.1368,0.4446,,,,
95.0,69.28,0.1634,0.4826,,,,
95.0,72.19,0.1884,0.513,,,,
95.0,75.68,0.2227,0.5501,,,,
95.0,78.61,0.2561,0.5772,,,,
95.0,81.81,0.2969,0.606,,,,
95.0,83.35,0.3296,0.6263,,,,
95.0,86.4,0.3795,0.6546,,,,
95.0,91.11,0.4829,0.6971,,,,
95.0,93.11,0.5379,0.7176,,,,
95.0,94.74,0.598,0.7369,,,,
95.0,96.0,0.6525,0.7552,,,,
95.0,97.03,0.719,0.7827,,,,
95.0,97.73,0.7888,0.8073,,,,
95.0,97.81,0.8505,0.8381,,,,
95.0,96.89,0.9165,0.8838,,,,
95.0,94.52,0.9724,0.9489,,,,
95.0,92.02,1.0,1.0,,,,
