"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
35.4,751.0,0.043,0.054,,,,
34.9,751.0,0.15,0.174,,,,
34.5,751.0,0.254,0.281,,,,
34.2,752.0,0.334,0.36,,,,
34.0,751.0,0.414,0.436,,,,
34.0,749.0,0.499,0.516,,,,
33.8,752.0,0.543,0.563,,,,
33.8,745.0,0.564,0.572,,,,
33.8,745.0,0.591,0.602,,,,
33.7,751.0,0.604,0.615,,,,
33.5,741.0,0.616,0.618,,,,
33.6,750.0,0.643,0.652,,,,
33.7,745.0,0.663,0.666,,,,
33.7,751.0,0.682,0.689,,,,
33.5,744.0,0.686,0.689,,,,
33.7,751.0,0.735,0.733,,,,
33.5,744.0,0.777,0.769,,,,
33.6,751.0,0.786,0.782,,,,
33.8,751.0,0.825,0.821,,,,
33.7,749.0,0.831,0.827,,,,
33.6,745.0,0.853,0.849,,,,
33.6,742.0,0.863,0.86,,,,
33.9,750.0,0.885,0.88,,,,
33.7,744.0,0.901,0.894,,,,
33.7,747.0,0.923,0.919,,,,
34.1,750.0,0.965,0.963,,,,
34.0,744.0,0.969,0.968,,,,
34.8,752.0,0.172,0.188,,,,
34.7,752.0,0.192,0.21,,,,
34.2,755.0,0.399,0.421,,,,
33.7,753.0,0.513,0.527,,,,
33.5,753.0,0.94,0.936,,,,
33.5,751.0,0.96,0.958,,,,
33.8,750.0,0.982,0.983,,,,
