"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
272.2,1.5,0.104,,,,,
272.2,1.54,,0.862,,,,
272.2,1.61,,0.867,,,,
272.2,2.91,0.205,,,,,
272.2,3.0,,0.925,,,,
272.2,4.39,0.325,,,,,
272.2,4.61,,0.942,,,,
272.2,5.87,0.465,,,,,
272.2,6.04,,0.95,,,,
272.2,7.54,0.611,,,,,
272.2,7.6,,0.952,,,,
272.2,9.13,0.766,,,,,
272.2,9.18,,0.952,,,,
272.2,10.14,0.848,,,,,
272.2,10.14,,0.945,,,,
272.2,10.32,,0.939,,,,
272.2,10.36,0.877,,,,,
