"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
357.2,230.5,0.903,,+-0.7,+-1,,
350.4,200.0,0.903,,+-0.7,+-1,,
343.5,170.0,0.903,,+-0.7,+-1,,
336.1,140.0,0.903,,+-0.7,+-1,,
329.0,110.0,0.903,,+-0.7,+-1,,
321.3,80.0,0.903,,+-0.7,+-1,,
316.1,60.0,0.903,,+-0.7,+-1,,
311.3,40.0,0.903,,+-0.7,+-1,,
309.2,26.0,0.903,,+-0.7,+-1,,
309.8,21.0,0.903,,+-0.7,+-1,,
311.6,16.0,0.903,,+-0.7,+-1,,
318.0,11.3,0.903,,+-0.7,+-1,,
327.5,10.1,0.903,,+-0.7,+-1,,
341.4,10.6,0.903,,+-0.7,+-1,,
363.8,11.7,0.903,,+-0.7,+-1,,
374.5,11.9,0.903,,+-0.7,+-1,,
