"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
298.15,10.675,0.0,0.0,,,,
298.15,15.243,0.08,0.355,,,,
298.15,16.241,0.108,0.406,,,,
298.15,17.606,0.167,0.465,,,,
298.15,18.23,0.212,0.493,,,,
298.15,19.286,0.293,0.545,,,,
298.15,20.148,0.369,0.595,,,,
298.15,20.584,0.415,0.62,,,,
298.15,21.185,0.469,0.639,,,,
298.15,21.297,0.524,0.64,,,,
298.15,21.198,0.58,0.65,,,,
298.15,21.218,0.581,0.65,,,,
298.15,21.085,0.632,0.651,,,,
298.15,20.961,0.708,0.673,,,,
298.15,20.618,0.83,0.802,,,,
298.15,20.381,0.932,0.931,,,,
298.15,20.14,0.99,0.987,,,,
298.15,20.065,1.0,1.0,,,,
