"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,12.09,0.0,,+-0.1,+-0.133,,
323.15,23.46,0.1168,,+-0.1,+-0.133,,
323.15,26.79,0.2271,,+-0.1,+-0.133,,
323.15,29.99,0.327,,+-0.1,+-0.133,,
323.15,31.45,0.4155,,+-0.1,+-0.133,,
323.15,32.65,0.47,,+-0.1,+-0.133,,
323.15,33.32,0.5679,,+-0.1,+-0.133,,
323.15,33.92,0.5997,,+-0.1,+-0.133,,
323.15,34.39,0.6439,,+-0.1,+-0.133,,
323.15,34.52,0.681,,+-0.1,+-0.133,,
323.15,34.79,0.7147,,+-0.1,+-0.133,,
323.15,35.05,0.7474,,+-0.1,+-0.133,,
323.15,35.32,0.7995,,+-0.1,+-0.133,,
323.15,35.72,0.8455,,+-0.1,+-0.133,,
323.15,36.12,0.8882,,+-0.1,+-0.133,,
323.15,35.72,0.9179,,+-0.1,+-0.133,,
323.15,33.8,1.0,,+-0.1,+-0.133,,
