"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
135.5,760,0.01,0.095,0.1,+-2.0,0.002,0.002
129.25,760,0.03,0.25,0.1,+-2.0,0.002,0.002
130.5,760,0.0325,0.2175,0.1,+-2.0,0.002,0.002
117.5,760,0.08,0.455,0.1,+-2.0,0.002,0.002
113.1,760,0.1125,0.525,0.1,+-2.0,0.002,0.002
108.64,760,0.135,0.57,0.1,+-2.0,0.002,0.002
102.95,760,0.1675,0.62,0.1,+-2.0,0.002,0.002
100.0,760,0.21,0.68,0.1,+-2.0,0.002,0.002
94.59,760,0.3125,0.778,0.1,+-2.0,0.002,0.002
88.9,760,0.4425,0.845,0.1,+-2.0,0.002,0.002
88.0,760,0.51,0.872,0.1,+-2.0,0.002,0.002
85.5,760,0.64,0.895,0.1,+-2.0,0.002,0.002
84.5,760,0.73,0.915,0.1,+-2.0,0.002,0.002
84.24,760,0.7725,0.9125,0.1,+-2.0,0.002,0.002
83.5,760,0.8225,0.93,0.1,+-2.0,0.002,0.002
83.08,760,0.8575,0.935,0.1,+-2.0,0.002,0.002
82.82,760,0.88,0.944,0.1,+-2.0,0.002,0.002
82.43,760,0.921,0.955,0.1,+-2.0,0.002,0.002
82.11,760,0.9525,0.9675,0.1,+-2.0,0.002,0.002
81.91,760,0.9625,0.9725,0.1,+-2.0,0.002,0.002
81.81,760,0.9775,0.9825,0.1,+-2.0,0.002,0.002
