"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
289.46,3.357,0.0527,,0.01,,+-0.001,
292.4,3.582,0.0527,,0.01,,+-0.001,
295.28,3.817,0.0527,,0.01,,+-0.001,
299.17,4.155,0.0527,,0.01,,+-0.001,
301.62,4.389,0.0527,,0.01,,+-0.001,
304.15,4.636,0.0527,,0.01,,+-0.001,
305.8,4.814,0.0527,,0.01,,+-0.001,
306.79,4.924,0.0527,,0.01,,+-0.001,
307.73,5.042,0.0527,,0.01,,+-0.001,
308.97,5.277,0.0527,,0.01,,+-0.001,
311.07,5.677,0.0527,,0.01,,+-0.001,
313.98,6.208,0.0527,,0.01,,+-0.001,
318.18,6.973,0.0527,,0.01,,+-0.001,
323.14,7.854,0.0527,,0.01,,+-0.001,
327.04,8.518,0.0527,,0.01,,+-0.001,
328.91,8.83,0.0527,,0.01,,+-0.001,
332.37,9.39,0.0527,,0.01,,+-0.001,
335.51,9.884,0.0527,,0.01,,+-0.001,
338.4,10.327,0.0527,,0.01,,+-0.001,
346.14,11.467,0.0527,,0.01,,+-0.001,
347.19,11.62,0.0527,,0.01,,+-0.001,
