"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
72.4,760,0.038,0.079,0.1,,0.005,0.005
71.0,760,0.075,0.158,0.1,,0.005,0.005
70.1,760,0.094,0.188,0.1,,0.005,0.005
69.1,760,0.122,0.239,0.1,,0.005,0.005
66.3,760,0.2,0.371,0.1,,0.005,0.005
63.2,760,0.291,0.485,0.1,,0.005,0.005
61.9,760,0.338,0.544,0.1,,0.005,0.005
60.7,760,0.372,0.591,0.1,,0.005,0.005
58.9,760,0.446,0.66,0.1,,0.005,0.005
56.1,760,0.56,0.745,0.1,,0.005,0.005
53.2,760,0.681,0.828,0.1,,0.005,0.005
52.3,760,0.734,0.867,0.1,,0.005,0.005
51.3,760,0.787,0.901,0.1,,0.005,0.005
50.0,760,0.843,0.93,0.1,,0.005,0.005
49.2,760,0.89,0.947,0.1,,0.005,0.005
48.6,760,0.926,0.966,0.1,,0.005,0.005
