"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,2.652,0.0,,0.004,0.004,0.0005,
313.15,2.73,0.00037,,0.004,0.004,0.0005,
313.15,2.982,0.00139,,0.004,0.004,0.0005,
313.15,13.066,0.11347,,0.004,0.004,0.0005,
313.15,14.452,0.2024,,0.004,0.004,0.0005,
313.15,14.963,0.2571,,0.004,0.004,0.0005,
313.15,3.973,0.00543,,0.004,0.004,0.0005,
313.15,4.436,0.00755,,0.004,0.004,0.0005,
313.15,5.436,0.01218,,0.004,0.004,0.0005,
313.15,6.004,0.01507,,0.004,0.004,0.0005,
313.15,6.647,0.01883,,0.004,0.004,0.0005,
313.15,7.247,0.02276,,0.004,0.004,0.0005,
313.15,7.825,0.02673,,0.004,0.004,0.0005,
313.15,8.317,0.03055,,0.004,0.004,0.0005,
313.15,8.951,0.03631,,0.004,0.004,0.0005,
313.15,9.634,0.04362,,0.004,0.004,0.0005,
313.15,10.436,0.05212,,0.004,0.004,0.0005,
313.15,11.162,0.06356,,0.004,0.004,0.0005,
313.15,11.742,0.07608,,0.004,0.004,0.0005,
313.15,12.674,0.10088,,0.004,0.004,0.0005,
313.15,15.235,0.3012,,0.004,0.004,0.0005,
313.15,15.34,0.3222,,0.004,0.004,0.0005,
313.15,15.631,0.3758,,0.004,0.004,0.0005,
313.15,15.937,0.4491,,0.004,0.004,0.0005,
313.15,16.175,0.5112,,0.004,0.004,0.0005,
313.15,16.405,0.5738,,0.004,0.004,0.0005,
313.15,16.664,0.6415,,0.004,0.004,0.0005,
313.15,16.783,0.6687,,0.004,0.004,0.0005,
313.15,16.891,0.6964,,0.004,0.004,0.0005,
313.15,17.215,0.7641,,0.004,0.004,0.0005,
313.15,17.657,0.876,,0.004,0.004,0.0005,
313.15,17.833,0.9349,,0.004,0.004,0.0005,
313.15,17.897,1.0,,0.004,0.004,0.0005,
