"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,16.639,0.0,0.0,,,,
313.15,17.391,0.0842,0.1126,,,,
313.15,17.52,0.1105,0.1336,,,,
313.15,17.58,0.1462,0.157,,,,
313.15,17.599,0.176,0.1731,,,,
313.15,17.609,0.2038,0.1859,,,,
313.15,17.453,0.2853,0.2171,,,,
313.15,17.005,0.4158,0.2576,,,,
313.15,16.411,0.5304,0.2932,,,,
313.15,16.048,0.5814,0.3117,,,,
313.15,14.715,0.7131,0.3749,,,,
313.15,14.568,0.7218,0.3812,,,,
313.15,13.143,0.8072,0.4515,,,,
313.15,9.709,0.9336,0.6802,,,,
313.15,7.025,1.0,1.0,,,,
