"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
73.78,760,0.905,0.988,+-0.02,+-2,+-1%,+-1%
74.1,760,0.9,0.987,+-0.02,+-2,+-1%,+-1%
74.44,760,0.89,0.985,+-0.02,+-2,+-1%,+-1%
78.48,760,0.775,0.965,+-0.02,+-2,+-1%,+-1%
81.68,760,0.72,0.945,+-0.02,+-2,+-1%,+-1%
86.1,760,0.6,0.915,+-0.02,+-2,+-1%,+-1%
89.47,760,0.53,0.885,+-0.02,+-2,+-1%,+-1%
90.1,760,0.525,0.885,+-0.02,+-2,+-1%,+-1%
92.83,760,0.475,0.86,+-0.02,+-2,+-1%,+-1%
93.15,760,0.47,0.86,+-0.02,+-2,+-1%,+-1%
93.46,760,0.465,0.845,+-0.02,+-2,+-1%,+-1%
97.2,760,0.415,0.825,+-0.02,+-2,+-1%,+-1%
101.67,760,0.335,0.77,+-0.02,+-2,+-1%,+-1%
107.7,760,0.28,0.71,+-0.02,+-2,+-1%,+-1%
112.3,760,0.22,0.63,+-0.02,+-2,+-1%,+-1%
115.7,760,0.18,0.57,+-0.02,+-2,+-1%,+-1%
123.4,760,0.081,0.405,+-0.02,+-2,+-1%,+-1%
127.67,760,0.067,0.285,+-0.02,+-2,+-1%,+-1%
134.08,760,0.024,0.11,+-0.02,+-2,+-1%,+-1%
