"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-8.59,0.02178,0.0439,,,,,
-3.75,0.03007,0.0439,,,,,
1.2,0.04128,0.0439,,,,,
6.17,0.05583,0.0439,,,,,
11.0,0.07421,0.0439,,,,,
15.54,0.09587,0.0439,,,,,
20.67,0.12667,0.0439,,,,,
24.68,0.15709,0.0439,,,,,
29.9,0.20478,0.0439,,,,,
