"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55,77.3,0.0014,0.1683,+-0.03,+-0.05,,
55,141.8,0.0185,0.5611,+-0.03,+-0.05,,
55,148.9,0.0225,0.5791,+-0.03,+-0.05,,
55,234.9,0.0666,0.7416,+-0.03,+-0.05,,
55,263.5,0.1233,0.7692,+-0.03,+-0.05,,
55,281.0,0.206,0.7866,+-0.03,+-0.05,,
55,290.4,0.3078,0.7981,+-0.03,+-0.05,,
55,294.4,0.3938,0.8026,+-0.03,+-0.05,,
55,296.4,0.4614,0.8057,+-0.03,+-0.05,,
55,299.7,0.579,0.8116,+-0.03,+-0.05,,
55,301.3,0.6519,0.815,+-0.03,+-0.05,,
55,303.2,0.7371,0.8239,+-0.03,+-0.05,,
55,303.9,0.7896,0.8281,+-0.03,+-0.05,,
55,304.6,0.8544,0.843,+-0.03,+-0.05,,
55,303.7,0.8866,0.856,+-0.03,+-0.05,,
55,301.3,0.9268,0.8823,+-0.03,+-0.05,,
55,297.7,0.9511,0.9051,+-0.03,+-0.05,,
55,293.1,0.9718,0.932,+-0.03,+-0.05,,
55,289.0,0.9833,0.956,+-0.03,+-0.05,,
