"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,15.8,0.0,,+-0.002,0.01,0.0003,
308.15,18.35,0.0282,,+-0.002,0.01,0.0003,
308.15,20.25,0.0547,,+-0.002,0.01,0.0003,
308.15,24.49,0.1309,,+-0.002,0.01,0.0003,
308.15,26.03,0.1744,,+-0.002,0.01,0.0003,
308.15,27.57,0.2316,,+-0.002,0.01,0.0003,
308.15,28.63,0.2834,,+-0.002,0.01,0.0003,
308.15,29.45,0.3369,,+-0.002,0.01,0.0003,
308.15,30.0,0.3834,,+-0.002,0.01,0.0003,
308.15,30.47,0.4281,,+-0.002,0.01,0.0003,
308.15,30.82,0.4729,,+-0.002,0.01,0.0003,
308.15,31.03,0.5086,,+-0.002,0.01,0.0003,
308.15,31.34,0.5513,,+-0.002,0.01,0.0003,
308.15,31.26,0.5505,,+-0.002,0.01,0.0003,
308.15,31.51,0.5948,,+-0.002,0.01,0.0003,
308.15,31.62,0.6368,,+-0.002,0.01,0.0003,
308.15,31.7,0.6767,,+-0.002,0.01,0.0003,
308.15,31.74,0.7216,,+-0.002,0.01,0.0003,
308.15,31.69,0.7598,,+-0.002,0.01,0.0003,
308.15,31.55,0.8045,,+-0.002,0.01,0.0003,
308.15,31.31,0.8419,,+-0.002,0.01,0.0003,
308.15,30.89,0.8827,,+-0.002,0.01,0.0003,
308.15,30.27,0.9216,,+-0.002,0.01,0.0003,
308.15,29.2,0.9654,,+-0.002,0.01,0.0003,
308.15,27.89,1.0,,+-0.002,0.01,0.0003,
