"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100.0,760,6e-06,4.5e-05,+-0.02,+-1,,
100.0,760,4e-06,4.4e-05,+-0.02,+-1,,
100.0,760,4e-06,3.7e-05,+-0.02,+-1,,
100.0,760,5.4e-05,0.000516,+-0.02,+-1,,
100.0,760,5.3e-05,0.000458,+-0.02,+-1,,
100.0,760,4.7e-05,0.000428,+-0.02,+-1,,
100.0,760,4.8e-05,0.000423,+-0.02,+-1,,
99.95,760,0.00045,0.003849,+-0.02,+-1,,
99.95,760,0.000394,0.003296,+-0.02,+-1,,
99.25,760,0.005719,0.045222,+-0.02,+-1,,
99.25,760,0.00584,0.045705,+-0.02,+-1,,
95.1,760,0.0342,0.2222,+-0.02,+-1,,
95.0,760,0.0335,0.2195,+-0.02,+-1,,
94.95,760,0.0329,0.2179,+-0.02,+-1,,
90.35,760,0.0761,0.3674,+-0.02,+-1,,
90.15,760,0.0738,0.3665,+-0.02,+-1,,
86.5,760,0.1176,0.4855,+-0.02,+-1,,
86.45,760,0.1207,0.4694,+-0.02,+-1,,
79.15,760,0.2646,0.6184,+-0.02,+-1,,
75.2,760,0.4092,0.7305,+-0.02,+-1,,
71.8,760,0.581,0.8079,+-0.02,+-1,,
71.8,760,0.5816,0.8313,+-0.02,+-1,,
69.1,760,0.7218,0.8542,+-0.02,+-1,,
66.5,760,0.8808,0.9417,+-0.02,+-1,,
64.95,760,0.9657,0.9569,+-0.02,+-1,,
64.7,760,0.9871,0.9778,+-0.02,+-1,,
