"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
403.2,2.02,0.015,0.963,,,,
403.2,5.07,0.039,0.985,,,,
403.2,9.96,0.073,0.989,,,,
403.2,15.06,0.108,0.99,,,,
403.2,19.93,0.14,0.99,,,,
403.2,24.96,0.17,0.99,,,,
403.2,29.91,0.21,0.989,,,,
403.2,35.02,0.231,0.988,,,,
473.2,5.03,0.049,0.92,,,,
473.2,10.12,0.099,0.946,,,,
473.2,15.05,0.148,0.956,,,,
473.2,20.0,0.193,0.959,,,,
473.2,25.11,0.241,0.959,,,,
473.2,29.9,0.283,0.958,,,,
473.2,34.93,0.322,0.957,,,,
473.2,39.67,0.36,0.952,,,,
313.2,1.0,,0.9984,,,,
313.2,2.0,,0.999,,,,
313.4,2.51,0.015,,,,,
313.2,5.0,,0.9993,,,,
313.4,6.05,0.031,,,,,
313.2,7.5,,0.9994,,,,
313.2,9.0,,0.9994,,,,
313.4,9.97,0.048,,,,,
313.2,10.0,,0.9992,,,,
313.2,11.0,,0.9992,,,,
313.4,14.06,0.065,0.999,,,,
313.4,17.95,0.081,0.999,,,,
313.4,21.91,0.095,0.9989,,,,
313.4,26.02,0.11,0.9989,,,,
313.4,30.08,0.125,0.9986,,,,
313.2,0.6,,0.9978,,,,
313.2,1.5,,0.9988,,,,
313.2,2.95,,0.9992,,,,
313.2,5.1,,0.9993,,,,
313.2,12.5,,0.9993,,,,
313.2,20.1,,0.9993,,,,
