"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
165.3,1500,0.048,,+-0.03,+-1,+-0.001,+-0.001
165.28,1500,0.085,,+-0.03,+-1,+-0.001,+-0.001
165.17,1500,0.124,,+-0.03,+-1,+-0.001,+-0.001
164.77,1500,0.221,,+-0.03,+-1,+-0.001,+-0.001
164.6,1500,0.276,,+-0.03,+-1,+-0.001,+-0.001
164.51,1500,0.341,,+-0.03,+-1,+-0.001,+-0.001
164.33,1500,0.408,,+-0.03,+-1,+-0.001,+-0.001
164.07,1500,0.5,,+-0.03,+-1,+-0.001,+-0.001
163.91,1500,0.548,,+-0.03,+-1,+-0.001,+-0.001
163.67,1500,0.633,,+-0.03,+-1,+-0.001,+-0.001
163.44,1500,0.783,,+-0.03,+-1,+-0.001,+-0.001
163.27,1500,0.883,,+-0.03,+-1,+-0.001,+-0.001
163.23,1500,0.945,,+-0.03,+-1,+-0.001,+-0.001
