"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
39.5,2.401,0.2097,0.9974,+-0.1,+-0.25%,,
39.5,4.11,0.3882,0.9974,+-0.1,+-0.25%,,
39.5,4.942,0.48,0.9972,+-0.1,+-0.25%,,
39.5,6.161,0.639,0.9957,+-0.1,+-0.25%,,
39.5,7.209,0.8454,0.9946,+-0.1,+-0.25%,,
