"T, K","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
368,191.95,0.0788,0.2566,,,,
368,213.72,0.1139,0.3506,,,,
368,250.34,0.1737,0.4816,,,,
368,281.0,0.2201,0.5719,,,,
368,338.41,0.3194,0.7066,,,,
368,386.6,0.4058,0.7867,,,,
368,447.53,0.5163,0.857,,,,
368,480.44,0.5845,0.8926,,,,
368,489.26,0.5976,0.8982,,,,
368,573.05,0.7735,0.9572,,,,
