"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
160,10.9,0.0,0.0,0.02,0.15%,0.001,0.001
160,500.0,0.0157,0.9734,0.02,0.15%,0.001,0.001
160,1000.0,0.0316,0.9851,0.02,0.15%,0.001,0.001
160,1500.0,0.0473,0.9888,0.02,0.15%,0.001,0.001
160,2000.0,0.0627,0.9903,0.02,0.15%,0.001,0.001
160,2500.0,0.0774,0.9912,0.02,0.15%,0.001,0.001
160,3000.0,0.0927,0.9915,0.02,0.15%,0.001,0.001
160,3500.0,0.1068,0.9919,0.02,0.15%,0.001,0.001
160,4000.0,0.1215,0.992,0.02,0.15%,0.001,0.001
160,4500.0,0.1357,0.992,0.02,0.15%,0.001,0.001
160,5000.0,0.1494,0.992,0.02,0.15%,0.001,0.001
160,6000.0,0.176,0.992,0.02,0.15%,0.001,0.001
160,7000.0,0.202,0.9919,0.02,0.15%,0.001,0.001
160,8000.0,0.2273,0.9918,0.02,0.15%,0.001,0.001
160,9000.0,0.252,0.9917,0.02,0.15%,0.001,0.001
