"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
145.8,600,0.045,0.014,,,,
146.4,600,0.072,0.034,,,,
146.8,600,0.075,0.035,,,,
147.3,600,0.089,0.035,,,,
148.1,600,0.11,0.046,,,,
148.2,600,0.127,0.055,,,,
149.6,600,0.157,0.082,,,,
150.5,600,0.22,0.142,,,,
151.2,600,0.24,0.177,,,,
151.5,600,0.275,0.215,,,,
152.5,600,0.305,0.269,,,,
152.4,600,0.306,0.275,,,,
152.0,600,0.327,0.311,,,,
151.6,600,0.36,0.389,,,,
151.3,600,0.367,0.397,,,,
150.9,600,0.375,0.43,,,,
150.7,600,0.402,0.508,,,,
149.2,600,0.418,0.538,,,,
148.5,600,0.426,0.56,,,,
148.6,600,0.439,0.594,,,,
146.0,600,0.482,0.695,,,,
145.2,600,0.508,0.74,,,,
142.7,600,0.532,0.781,,,,
141.0,600,0.557,0.828,,,,
138.5,600,0.576,0.862,,,,
134.0,600,0.629,0.922,,,,
133.0,600,0.63,0.917,,,,
129.6,600,0.668,0.943,,,,
125.0,600,0.702,0.967,,,,
124.5,600,0.707,0.964,,,,
119.0,600,0.748,0.985,,,,
116.7,600,0.763,0.984,,,,
116.6,600,0.767,0.983,,,,
109.0,600,0.832,0.996,,,,
105.2,600,0.865,0.997,,,,
104.6,600,0.872,0.998,,,,
103.0,600,0.883,0.998,,,,
99.0,600,0.925,0.999,,,,
98.4,600,0.927,0.999,,,,
