"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
75,39.8,0.084,0.155,,,,
75,49.0,0.202,0.31,,,,
75,56.8,0.294,0.397,,,,
75,61.7,0.356,0.433,,,,
