"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
96.98,3.04,0.0,0.0,,,,
96.98,3.19,0.0134,0.0317,,,,
96.98,3.38,0.0317,0.0774,,,,
96.98,3.64,0.0564,0.1304,,,,
96.98,4.03,0.0923,0.1975,,,,
96.98,4.34,0.1226,0.2462,,,,
96.98,5.37,0.2268,0.3611,,,,
96.98,5.52,0.2376,0.3724,,,,
96.98,5.68,0.2546,0.3835,,,,
96.98,6.61,0.346,0.4276,,,,
