"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
371.47,101.0,0.0,0.0,+-0.1,+-0.1,+-0.001,+-0.001
369.45,101.0,0.0383,0.0852,+-0.1,+-0.1,+-0.001,+-0.001
367.18,101.0,0.0964,0.1986,+-0.1,+-0.1,+-0.001,+-0.001
365.5,101.0,0.1363,0.2731,+-0.1,+-0.1,+-0.001,+-0.001
363.52,101.0,0.1904,0.36,+-0.1,+-0.1,+-0.001,+-0.001
361.41,101.0,0.2459,0.4407,+-0.1,+-0.1,+-0.001,+-0.001
359.11,101.0,0.3146,0.5258,+-0.1,+-0.1,+-0.001,+-0.001
356.37,101.0,0.3953,0.6236,+-0.1,+-0.1,+-0.001,+-0.001
355.56,101.0,0.4321,0.6534,+-0.1,+-0.1,+-0.001,+-0.001
353.95,101.0,0.4853,0.703,+-0.1,+-0.1,+-0.001,+-0.001
352.93,101.0,0.5123,0.727,+-0.1,+-0.1,+-0.001,+-0.001
351.94,101.0,0.5571,0.7622,+-0.1,+-0.1,+-0.001,+-0.001
350.27,101.0,0.6187,0.8074,+-0.1,+-0.1,+-0.001,+-0.001
348.72,101.0,0.6824,0.8495,+-0.1,+-0.1,+-0.001,+-0.001
348.13,101.0,0.7012,0.8615,+-0.1,+-0.1,+-0.001,+-0.001
346.66,101.0,0.7679,0.8993,+-0.1,+-0.1,+-0.001,+-0.001
345.55,101.0,0.816,0.924,+-0.1,+-0.1,+-0.001,+-0.001
343.74,101.0,0.8991,0.9637,+-0.1,+-0.1,+-0.001,+-0.001
341.81,101.0,1.0,1.0,+-0.1,+-0.1,+-0.001,+-0.001
