"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
331.69,69.29,0.167,,0.25,0.4,0.003,
336.39,68.44,0.167,,0.25,0.4,0.003,
341.19,67.59,0.167,,0.25,0.4,0.003,
346.92,66.59,0.167,,0.25,0.4,0.003,
354.61,65.44,0.167,,0.25,0.4,0.003,
360.36,64.69,0.167,,0.25,0.4,0.003,
371.52,63.19,0.167,,0.25,0.4,0.003,
376.32,62.59,0.167,,0.25,0.4,0.003,
385.81,61.49,0.167,,0.25,0.4,0.003,
394.18,60.59,0.167,,0.25,0.4,0.003,
403.63,59.64,0.167,,0.25,0.4,0.003,
412.89,58.78,0.167,,0.25,0.4,0.003,
422.34,57.78,0.167,,0.25,0.4,0.003,
431.7,56.98,0.167,,0.25,0.4,0.003,
440.0,56.18,0.167,,0.25,0.4,0.003,
