"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,30.2,0.0,,,,,
313.15,28.68,0.0661,,,,,
313.15,27.4,0.118,,,,,
313.15,26.62,0.1519,,,,,
313.15,25.15,0.2191,,,,,
313.15,23.73,0.2833,,,,,
313.15,22.36,0.3484,,,,,
313.15,19.68,0.4802,,,,,
313.15,18.31,0.563,,,,,
313.15,16.91,0.6547,,,,,
313.15,16.11,0.7276,,,,,
313.15,15.06,0.8168,,,,,
313.15,14.32,0.9044,,,,,
313.15,13.95,0.9539,,,,,
313.15,13.73,1.0,,,,,
