"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.15,31.56,0.0025,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,39.85,0.022,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,77.66,0.1365,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,83.22,0.1575,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,88.17,0.1745,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,120.42,0.332,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,122.16,0.3425,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,130.08,0.3955,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,139.38,0.468,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,146.51,0.5395,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,154.52,0.644,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,160.37,0.722,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,161.47,0.737,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,167.63,0.838,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,169.84,0.873,,+-0.05,0.05,+-0.0005,+-0.0005
353.15,178.2,0.9985,,+-0.05,0.05,+-0.0005,+-0.0005
