"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
368.6,101.39,0.1042,0.144,,,,
368.2,101.39,0.1301,0.1782,,,,
367.9,101.39,0.1581,0.2124,,,,
367.3,101.39,0.2074,0.2681,,,,
367.0,101.39,0.2505,0.3125,,,,
366.7,101.39,0.3039,0.3624,,,,
366.5,101.39,0.3594,0.4064,,,,
366.4,101.39,0.3798,0.4217,,,,
366.4,101.39,0.402,0.4377,,,,
366.3,101.39,0.4447,0.4689,,,,
366.2,101.39,0.5001,0.5094,,,,
366.2,101.39,0.5368,0.5353,,,,
366.3,101.39,0.5948,0.5754,,,,
366.4,101.39,0.6158,0.5902,,,,
366.4,101.39,0.6327,0.6023,,,,
366.5,101.39,0.6534,0.618,,,,
366.6,101.39,0.6761,0.6362,,,,
366.8,101.39,0.7315,0.6817,,,,
367.1,101.39,0.7756,0.72,,,,
367.2,101.39,0.7918,0.7353,,,,
367.4,101.39,0.8254,0.7692,,,,
367.6,101.39,0.842,0.7861,,,,
367.9,101.39,0.8738,0.8217,,,,
368.2,101.39,0.9001,0.8526,,,,
368.5,101.39,0.9196,0.8766,,,,
368.7,101.39,0.9332,0.8931,,,,
369.1,101.39,0.9591,0.9307,,,,
