"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
65,44.565,1.0,,+-0.05,+-0.05,,
65,49.151,0.9766,,+-0.05,+-0.05,,
65,54.486,0.9521,,+-0.05,+-0.05,,
65,63.007,0.907,,+-0.05,+-0.05,,
65,76.391,0.8101,,+-0.05,+-0.05,,
65,86.088,0.7005,,+-0.05,+-0.05,,
65,92.152,0.6008,,+-0.05,+-0.05,,
65,95.494,0.5329,,+-0.05,+-0.05,,
65,96.37,0.5093,,+-0.05,+-0.05,,
65,99.673,0.4225,,+-0.05,+-0.05,,
65,100.155,0.3998,,+-0.05,+-0.05,,
65,102.485,0.3164,,+-0.05,+-0.05,,
65,102.954,0.2963,,+-0.05,+-0.05,,
65,104.497,0.2088,,+-0.05,+-0.05,,
65,105.075,0.107,,+-0.05,+-0.05,,
65,104.558,0.0528,,+-0.05,+-0.05,,
65,103.857,0.0227,,+-0.05,+-0.05,,
65,103.095,0.0,,+-0.05,+-0.05,,
