"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
332.74,0.476,0.118,0.402,+-0.05,+-0.001,+-0.05%,0.1%
332.74,0.601,0.203,0.566,+-0.05,+-0.001,+-0.05%,0.1%
332.74,0.714,0.284,0.651,+-0.05,+-0.001,+-0.05%,0.1%
332.74,0.874,0.937,0.74,+-0.05,+-0.001,+-0.05%,0.1%
332.74,0.992,0.489,0.791,+-0.05,+-0.001,+-0.05%,0.1%
332.74,1.126,0.58,0.83,+-0.05,+-0.001,+-0.05%,0.1%
332.74,1.217,0.654,0.86,+-0.05,+-0.001,+-0.05%,0.1%
332.74,1.328,0.74,0.894,+-0.05,+-0.001,+-0.05%,0.1%
332.74,1.446,0.829,0.93,+-0.05,+-0.001,+-0.05%,0.1%
332.74,1.495,0.86,0.941,+-0.05,+-0.001,+-0.05%,0.1%
