"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
108.3,760,0.0462,0.306,,+-1,,
105.8,760,0.062,0.375,,+-1,,
105.3,760,0.0656,0.396,,+-1,,
101.6,760,0.0964,0.49,,+-1,,
101.8,760,0.106,0.495,,+-1,,
100.5,760,0.1172,0.529,,+-1,,
99.5,760,0.12,0.54,,+-1,,
97.3,760,0.1444,0.589,,+-1,,
97.0,760,0.1624,0.612,,+-1,,
94.5,760,0.1986,0.66,,+-1,,
90.0,760,0.2726,0.74,,+-1,,
90.2,760,0.2794,0.742,,+-1,,
89.1,760,0.2918,0.755,,+-1,,
86.5,760,0.3508,0.8,,+-1,,
85.5,760,0.3912,0.816,,+-1,,
85.5,760,0.3986,0.816,,+-1,,
85.1,760,0.4038,0.82,,+-1,,
84.3,760,0.423,0.824,,+-1,,
83.2,760,0.4716,0.84,,+-1,,
82.0,760,0.524,0.855,,+-1,,
80.8,760,0.5742,0.87,,+-1,,
79.9,760,0.642,0.88,,+-1,,
79.3,760,0.6672,0.885,,+-1,,
79.0,760,0.706,0.89,,+-1,,
78.5,760,0.7572,0.9,,+-1,,
78.3,760,0.7996,0.91,,+-1,,
77.5,760,0.8696,0.928,,+-1,,
77.5,760,0.9076,0.9396,,+-1,,
77.1,760,0.9302,0.947,,+-1,,
77.4,760,0.9338,0.952,,+-1,,
77.4,760,0.9616,0.96,,+-1,,
