"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.14,101.325,2.6e-05,,,,,
373.14,101.325,4.3e-05,,,,,
373.14,101.325,5e-05,,,,,
373.12,101.325,0.000131,,,,,
373.11,101.325,0.000191,,,,,
373.09,101.325,0.000264,,,,,
373.09,101.325,0.000294,,,,,
373.08,101.325,0.000302,,,,,
372.97,101.325,0.000787,,,,,
372.98,101.325,0.000858,,,,,
372.95,101.325,0.00095,,,,,
372.91,101.325,0.00117,,,,,
372.89,101.325,0.00121,,,,,
372.78,101.325,0.00164,,,,,
372.64,101.325,0.0023,,,,,
372.29,101.325,0.00412,,,,,
372.08,101.325,0.005,,,,,
371.66,101.325,0.00753,,,,,
371.35,101.325,0.0095,,,,,
371.15,101.325,0.0104,,,,,
