"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
402.8,1.15,0.65,,+-0.05,+-0.01,0.001,
412.82,1.435,0.65,,+-0.05,+-0.01,0.001,
423.05,1.785,0.65,,+-0.05,+-0.01,0.001,
433.56,2.2,0.65,,+-0.05,+-0.01,0.001,
443.54,2.64,0.65,,+-0.05,+-0.01,0.001,
453.56,3.145,0.65,,+-0.05,+-0.01,0.001,
463.35,3.67,0.65,,+-0.05,+-0.01,0.001,
473.3,4.245,0.65,,+-0.05,+-0.01,0.001,
476.36,4.43,0.65,,+-0.05,+-0.01,0.001,
480.58,4.67,0.65,,+-0.05,+-0.01,0.001,
485.55,4.87,0.65,,+-0.05,+-0.01,0.001,
486.15,4.855,0.65,,+-0.05,+-0.01,0.001,
486.6,4.83,0.65,,+-0.05,+-0.01,0.001,
