ID,Type,Compound_1,Compound_2,Compound_3,T_K,P_kPa,x_1,x_2,y_1,y_2,SMILES_1,SMILES_2,SMILES_3,Coefficient A_1,Coefficient B_1,Coefficient C_1,Coefficient D_1,"T range, from_1","T range, to_1",P_vap_1,gamma_1,Coefficient A_2,Coefficient B_2,Coefficient C_2,Coefficient D_2,"T range, from_2","T range, to_2",P_vap_2,gamma_2,Coefficient A_3,Coefficient B_3,Coefficient C_3,Coefficient D_3,"T range, from_3","T range, to_3",P_vap_3,gamma_3,x_3,y_3,inchikey_1,inchikey_2,inchikey_3
1,Isobaric,Acetone,Chloroform,Methanol,331.17,101.325,0.338,0.247,0.329,0.247,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.7210948804356,0.9155773727596307,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.70625227591033,1.0929683544798978,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,78.13156027428103,1.324975583172006,0.4149999999999999,0.42400000000000004,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.17,101.325,0.339,0.247,0.33,0.247,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.7210948804356,0.9156512553246111,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.70625227591033,1.0929683544798978,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,78.13156027428103,1.325043516702726,0.41400000000000003,0.42299999999999993,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.13,101.325,0.34,0.248,0.33,0.247,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.57588215612569,0.9141905320232268,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.58192456396586,1.0900230463656937,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,78.00325032396667,1.333665952305196,0.4119999999999999,0.42299999999999993,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,330.98,101.325,0.34,0.241,0.333,0.248,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.03272056328447,0.9271827954718505,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.11686396568143,1.1319105460578498,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,77.52364608300263,1.3070205688147571,0.41899999999999993,0.41900000000000004,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.12,101.325,0.343,0.251,0.336,0.248,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.53960331467113,0.9229822297810323,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.55086315040744,1.0817181041349029,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,77.97120020480281,1.3315261196758816,0.406,0.4159999999999999,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.0,101.325,0.346,0.241,0.344,0.23,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.1050157924356,0.9405657205971517,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.17876557257851,1.0490507967666494,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,77.58745138850651,1.3470529693818938,0.41300000000000003,0.42600000000000005,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.03,101.325,0.346,0.222,0.35,0.216,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.21353146469276,0.9560023430157302,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.27167937197797,1.068437110470824,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,77.68324115515078,1.3103739713809917,0.43200000000000005,0.43400000000000005,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,331.0,101.325,0.353,0.292,0.332,0.264,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,107.1050157924356,0.8897544753972267,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,92.17876557257851,0.9938178661923958,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,77.58745138850651,1.4862030155875663,0.35500000000000004,0.4039999999999999,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,330.79,101.325,0.356,0.242,0.354,0.23,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,106.34785016506781,0.9474169743025201,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,91.53042925002634,1.0521158987647055,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,76.91966717153825,1.3631589318951378,0.402,0.41600000000000004,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
1,Isobaric,Acetone,Chloroform,Methanol,330.79,101.325,0.36,0.23,0.362,0.226,CC(=O)C,C(Cl)(Cl)Cl,CO,-7.858812,-5784.592,66.96925,7.104956e-06,178.45,508.2,106.34785016506781,0.9580627770897235,-10.07089,-6351.14,81.14393,9.127608e-06,209.63,536.4,91.53042925002634,1.0877565734449768,-9.372816,-7029.198,79.09415,7.992729e-06,175.47,512.58,76.91966717153825,1.3237091635565217,0.41000000000000003,0.41200000000000003,CSCPPACGZOOCGX-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N
