Compound_1,Compound_2,N_points,p_res_avg,y_1_res_avg,y_2_res_avg,is_consistent
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",ACETIC ACID,19,7.12865172022643e+20,7.12865172022643e+20,0.6481485682744454,False
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",ACETONE,22,0.0055520328562462294,0.006585372363617084,0.00706395709263625,True
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",CARBON TETRACHLORIDE,20,0.005232384538390353,0.008519256925301682,0.003286872386911322,True
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",CHLOROFORM,24,0.001750563330995373,0.004476457899566664,0.0033587984837722498,True
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",METHYL TERT-BUTYL ETHER,19,0.003404729425287517,0.005735106068080857,0.004748509712976485,True
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",N-HEXANE,13,0.0022973811321821236,0.004394347045996266,0.002118334519896201,True
"2-BROMO-2-CHLORO-1,1,1-TRIFLUOROETHANE",TETRAHYDROFURAN,17,0.0053307092787180784,0.009092990076411617,0.004497700630544047,True
2-CHLOROBUTANE,METHYLCYCLOHEXANE,12,0.0044427064386791506,0.00657441582308946,0.002185128623757055,True
2-CHLOROBUTANE,METHYLCYCLOHEXANE,11,0.0033829697867840515,0.0049931191597588995,0.0016101493729748582,True
2-CHLOROBUTANE,N-HEPTANE,12,0.005944016739276354,0.008626766651344514,0.002682749912068148,True
2-CHLOROBUTANE,N-HEPTANE,12,0.005429243869566183,0.008883494412836387,0.0036352890783784325,True
2-CHLOROBUTANE,TERT-BUTYL CHLORIDE,10,0.004985954769083704,0.006473500779435941,0.011459455548519681,False
2-CHLOROBUTANE,TOLUENE,10,0.016943515984175324,0.021958310462614226,0.0051790766722675016,False
2-CHLOROBUTANE,TOLUENE,10,0.023004290128667206,0.02998632455791266,0.008170737364772387,False
2-METHYL-1-BUTANOL,N-PENTANOL,16,0.0018606544629495968,0.005895140414245331,0.004080038315546925,True
2-METHYL-2-BUTANOL,2-METHYL-1-BUTANOL,20,0.012419466468340867,0.020083849217514094,0.007664382749173195,False
2-METHYL-2-BUTANOL,N-OCTANE,20,1.5523755119582006e+20,1.5523755119577367e+20,46403345.966481015,False
2-METHYL-2-BUTANOL,N-OCTANE,18,352656705217263.8,352656705158309.4,58954.99128363372,False
2-METHYL-2-BUTANOL,N-OCTANE,19,670937704097.4508,670937701745.9249,2351.9005553928732,False
2-METHYL-2-BUTANOL,N-PENTANOL,18,0.02103751887316343,0.02767720447239415,0.006654011968118851,False
2-METHYLFURAN,BENZENE,8,0.0013163659593507606,0.003281462059619526,0.00200179265780359,True
2-METHYLFURAN,CYCLOHEXANE,12,0.0038238281927896987,0.008678015225036959,0.005224793714316595,True
2-METHYLFURAN,PYRIDINE,8,0.012359927807621806,0.01482586821773713,0.002465940410115335,False
2-METHYLFURAN,THIOPHENE,11,0.0036904881453363085,0.007400374025251553,0.003709885879915273,True
2-METHYLPENTANE,N-HEPTANE,21,0.003725946514027723,0.005003319526432194,0.001332549853049053,True
2-METHYLPENTANE,N-HEPTANE,21,0.006288229612804197,0.008808577509800157,0.0025203478969959485,True
2-METHYLPENTANE,N-OCTANE,16,0.022820652735876575,0.02539258340566891,0.0025719306697923406,False
2-METHYLPYRIDINE,BENZENE,19,0.0032598867948250352,0.00046894521720462637,0.003728832012029676,True
2-METHYLPYRIDINE,CHLOROBENZENE,13,0.00040702913513642293,0.0012395282954318668,0.0014240696217347427,True
2-METHYLPYRIDINE,ETHYL ACETATE,11,0.008362906104312302,0.0010988684895408241,0.009461774593853112,True
2-METHYLPYRIDINE,N-DECANE,17,0.04149320949834384,0.051757934063817596,0.011041840547118853,False
2-METHYLPYRIDINE,N-HEPTANE,11,1102128414812.4185,48.7756971607577,1102128414764.2065,False
2-METHYLPYRIDINE,N-OCTANE,14,0.03915161778281779,0.050085142792006314,0.055617771620412766,False
3-METHYL-2-BUTANOL,N-PENTANOL,17,0.012365941959788226,0.018044656088180754,0.006504944945880568,False
3-METHYLPENTANE,N-HEPTANE,11,0.009359918118803396,0.012564903832994117,0.0032392688753903483,False
3-METHYLPENTANE,N-HEPTANE,22,0.0046894446142348965,0.006526175701960881,0.001887111652998791,True
3-METHYLPENTANE,N-HEPTANE,22,0.008707208968795302,0.0125373301109905,0.003830121142195173,False
3-METHYLPENTANE,N-OCTANE,11,0.013494853849654544,0.01533439355505626,0.0018395397054017037,False
3-METHYLPYRIDINE,N-NONANE,15,0.7525685099556613,0.7860224467696104,0.06841096611330068,False
4-METHYLPYRIDINE,N-HEPTANE,14,0.8623650592856136,0.4683339533988538,0.936747763966616,False
4-METHYLPYRIDINE,N-HEXANE,12,0.41830069015618393,0.5884490970437238,0.5712708869857639,False
4-METHYLPYRIDINE,N-NONANE,15,0.8771762476930951,0.9074960095763858,0.07251063856764421,False
4-METHYLPYRIDINE,N-OCTANE,13,15097.590255110754,0.26491175789953986,15097.582406584044,False
ACETIC ACID,"N,N-DIMETHYLFORMAMIDE",16,0.04395669051595088,0.04532565647527474,0.017074580177735985,False
ACETIC ACID,"N,N-DIMETHYLFORMAMIDE",17,0.03628619982747867,0.038594073260034285,0.015241304230694922,False
ACETIC ACID,N-OCTANE,19,0.44562468860833404,0.033637828931587545,0.4583529714758351,False
ACETIC ACID,N-OCTANE,18,0.2177643491528901,0.036748437394704236,0.21970150068476246,False
ACETONE,BENZENE,23,0.004866997067354823,0.008081102173392227,0.003249042698318762,True
ACETONE,CYCLOHEXANE,12,0.007365035746856163,0.010937125724334112,0.003737505894165873,False
ACETONE,CYCLOHEXANE,25,605757.6123370278,605756.6352446602,1.5323093687041962,False
ACETONE,CYCLOPENTANOL,13,0.009405452392698486,0.009488652832847944,8.320044014947209e-05,True
ACETONE,DIISOPROPYL ETHER,9,0.007175249594739845,0.014754526200809213,0.008421799432029212,False
ACETONE,DIISOPROPYL ETHER,9,0.006617262313725368,0.00889566743756713,0.005109812802549742,True
ACETONE,DIISOPROPYL ETHER,9,0.0037694553177046613,0.008570237519823729,0.00557106596072424,True
ACETONE,ETHANOL,9,0.01776845427569627,0.03128331965957906,0.013514865383882748,False
ACETONE,ETHANOL,9,0.007283676040172138,0.013170065726585224,0.0065984341300744835,False
ACETONE,ISOPROPANOL,9,0.1080820048595982,0.1261134689634721,0.018031464103873896,False
ACETONE,ISOPROPANOL,14,0.03459333971369134,0.04886693467663251,0.014340207109130658,False
ACETONE,METHANOL,28,0.011983520088766719,0.03320438605528196,0.02499670050317041,False
ACETONE,N-HEPTANE,8,0.03940362188401583,0.05084550128107308,0.01172902306546568,False
ACETONE,NITROMETHANE,9,0.0037855396669596625,0.004502093557514698,0.0007165538905550477,True
ACETONE,NITROMETHANE,9,0.011089296927756715,0.014486501413406565,0.0033972044856498524,False
ACETONE,TETRAHYDROFURAN,24,0.0010883378707103335,0.002420792922677932,0.0016146677829897754,True
ACETONITRILE,"1,2-DICHLOROETHANE",21,0.008987861366505815,0.015066228483259574,0.015190525654640439,False
ACETONITRILE,CHLOROBENZENE,11,0.03454967875039544,0.039106728398714014,0.005373833124230196,False
ACETONITRILE,NITROMETHANE,9,0.0008132995120971229,0.0013417811958554755,0.0005291390740609066,True
ACETONITRILE,NITROMETHANE,9,0.0018283717343984863,0.0037441030338145917,0.0019835430234122486,True
ACETONITRILE,NITROMETHANE,9,0.003134890013605092,0.007865944942413054,0.004731054928807958,True
ACETONITRILE,TOLUENE,9,0.17240932224035022,0.21310818164160528,0.051112124892432505,False
ACETONITRILE,TOLUENE,9,0.0028831552379945404,0.0045676817452848795,0.001684526507290362,True
ACETONITRILE,WATER,10,0.009159756585622597,0.010604986669397552,0.001868192786105377,False
ACRYLIC ACID,METHYL ACRYLATE,14,0.3175883960036412,0.013981256676563036,0.33153481472371926,False
ACRYLIC ACID,METHYL ACRYLATE,18,0.15610981021153914,0.015691521142293583,0.1718013313538327,False
ALLYL ALCOHOL,TOLUENE,12,0.01263163569746583,0.018172758999183084,0.012344737154219146,False
BENZENE,ACETONITRILE,21,0.0029076744266356043,0.006526815475271233,0.005583905428029899,True
BENZENE,CHLOROBENZENE,9,0.003641346598790506,0.004173410817069407,0.0005320642182789024,True
BENZENE,CHLOROBENZENE,9,0.010983176285132344,0.013545286462638924,0.0025621101775066078,False
BENZENE,CHLOROBENZENE,9,0.020412265517981965,0.02752438294435614,0.007112117426374164,False
BENZENE,CYCLOHEXANE,12,0.00042327884666084475,0.0007849927669036638,0.00100165358474881,True
BENZENE,CYCLOHEXANE,20,0.00014855565932941667,0.000497498063555947,0.0005436492004024858,True
BENZENE,CYCLOHEXANE,11,0.0005869106542604289,0.005594910892460209,0.005348627821254595,True
BENZENE,CYCLOHEXANE,11,0.00046748792818811555,0.004968745880932491,0.0046261276399012586,True
BENZENE,CYCLOHEXENE,11,0.0013725608609407127,0.007171465825872341,0.006072167435897859,True
BENZENE,N-DECANE,19,0.027863002509646174,0.028341006451219612,0.0004986052501710348,False
BENZENE,N-HEPTANE,37,0.0015710664884823217,0.0021859822954014016,0.001058899972459637,True
BENZENE,N-HEPTANE,11,0.004843177083428376,0.00990371920452429,0.005244528713559549,True
BENZENE,N-HEXANE,15,0.0006273647186662354,0.0014575923103445382,0.001825640089872438,True
BENZENE,N-HEXANE,31,0.0018987866198430052,0.002714860312337962,0.004569528940134379,True
BENZENE,N-OCTANE,13,0.008931482976709593,0.0103873532625239,0.0015614520928115363,False
BENZENE,PHENOL,28,0.11126780825516148,0.11296306137376186,0.0017886047204906815,False
BENZENE,VALERALDEHYDE,10,0.00857359160727005,0.014678843425724699,0.006196828759186783,False
CARBON TETRACHLORIDE,"1,2-DICHLOROETHANE",10,0.0027756588974252924,0.004921087515439487,0.0029367672878141695,True
CARBON TETRACHLORIDE,"1,3-DICHLOROPROPANE",19,0.07408564522743605,0.08537494924231775,0.01157174440357336,False
CARBON TETRACHLORIDE,"1,4-DICHLOROBUTANE",18,0.1712228331227387,0.17809524281809408,0.007215384294271327,False
CARBON TETRACHLORIDE,DICHLOROMETHANE,17,0.009168942958074255,0.0031972742351230156,0.011259903007831898,False
CARBON TETRACHLORIDE,DIETHYL SULFIDE,10,0.0013950735574880303,0.0025780403219770208,0.0015242620803749157,True
CARBON TETRACHLORIDE,N-HEPTANE,12,0.002864109833213623,0.004327388397262158,0.0016398212012699025,True
CARBON TETRACHLORIDE,N-HEXANE,10,0.0007157557539017795,0.0025304611175923156,0.003237457858943782,True
CARBON TETRACHLORIDE,PYRIDINE,18,0.015702272152837187,0.019805296361903188,0.004316919194257464,False
CARBON TETRACHLORIDE,THIOPHENE,12,0.0004862428920952735,0.001561777676739217,0.0011214397518496538,True
CARBON TETRACHLORIDE,TOLUENE,14,0.0032637777822746355,0.004280310139130607,0.0011445439479076819,True
CARBON TETRACHLORIDE,TOLUENE,21,0.005959198454791949,0.006673915976967446,0.0016057191164070353,True
CARBON TETRACHLORIDE,TOLUENE,15,0.0027199302433641623,0.0037319765808024024,0.0011109626600699371,True
CARBON TETRACHLORIDE,TOLUENE,15,0.004156172156575861,0.006020886449212257,0.0020121315778523735,True
CARBON TETRACHLORIDE,TOLUENE,16,0.006128854545280628,0.009246242964074588,0.0031953005780841538,True
CHLOROBENZENE,METHYLCYCLOHEXANE,34,0.005057871609594112,0.0029658526007959652,0.007770004003142563,True
CHLOROBENZENE,NITROBENZENE,11,0.25710189649759563,0.2649927052364211,0.015872911358429036,False
CHLOROBENZENE,NITROBENZENE,11,0.16809644131643295,0.18006496420776033,0.012216332830653215,False
CHLOROFORM,"1,2-EPOXYBUTANE",15,0.007601587300817993,0.01034020493544661,0.01031362208746533,False
CHLOROFORM,"1,2-EPOXYBUTANE",14,0.0048321988522345444,0.008871930770258581,0.007077658767711976,True
CHLOROFORM,"1,2-EPOXYBUTANE",15,0.005550665398830371,0.007540218846086415,0.005973375142416097,True
CHLOROFORM,BENZENE,19,0.004366515753014058,0.00698248288163348,0.004374727537120485,True
CHLOROFORM,DIETHYL SULFIDE,9,0.006394382680478981,0.006746034528054846,0.0017644803073939995,True
CHLOROFORM,N-HEPTANE,11,0.00559317968955411,0.007072345326116129,0.0014791656365620172,True
CHLOROFORM,N-HEXANE,12,0.0007041148150499313,0.001371182620909112,0.0009881158266983696,True
CHLOROFORM,TOLUENE,7,0.04462425544726904,0.05868111233478265,0.014056856887513612,False
CHLOROFORM,TRIETHYLAMINE,11,0.003827042668489075,0.0056336818551753565,0.001944833862209821,True
CROTONALDEHYDE,TOLUENE,11,0.011633407134179104,0.027790125732786653,0.023502297923752836,False
CYCLOHEXANE,1-OCTENE,12,0.014126969489815865,0.017637182419797226,0.003524955852778263,False
CYCLOHEXANE,BENZENE,7,0.00228715807647381,0.011945091285818471,0.011737258914673457,False
CYCLOHEXANE,CYCLOHEXANONE,13,0.08131304520542358,0.08507341789660343,0.003870940466419749,False
CYCLOHEXANE,CYCLOHEXANONE,14,0.045025820664163406,0.048534883629354764,0.0035090629651913538,False
CYCLOHEXANE,M-XYLENE,13,0.005601663176556267,0.006010813863300149,0.0004621073461283647,True
CYCLOHEXANE,METHYL ETHYL KETONE,30,0.0014669167531188056,0.001856082264688468,0.0019997978014670917,True
CYCLOHEXANE,METHYL METHACRYLATE,19,0.012969350273800348,0.01879595752863249,0.006307061199048978,False
CYCLOHEXANE,METHYL METHACRYLATE,18,0.009616918204384588,0.015519089056210264,0.005977934328201352,False
CYCLOHEXANE,METHYL METHACRYLATE,17,0.004640654557793952,0.007541740742845288,0.0030243154677092386,True
CYCLOHEXANE,N-BUTANOL,9,2.9632966690993263,1.0197475276594223,2.3488930597874074,False
CYCLOHEXANE,N-BUTANOL,8,2.3158243558357468,0.7205736126523716,2.0446017118546562,False
CYCLOHEXANE,N-BUTANOL,9,2.9384811643571407,0.853854763845276,2.49354743098761,False
CYCLOHEXANE,N-BUTANOL,9,3.733386811095736,1.0007781653723187,3.173526969706017,False
CYCLOHEXANE,N-HEPTANE,30,0.5889013644503781,0.6260994492747928,0.24799307372009952,False
CYCLOHEXANE,N-HEPTANE,19,0.3196108076881739,0.2853179848613204,0.3794065479938499,False
CYCLOHEXANE,SEC-BUTANOL,16,0.05673529868334382,0.07183731601714266,0.01593969061827788,False
CYCLOHEXANE,SEC-BUTANOL,11,0.0756485869534387,0.09654422282353135,0.031942241461506884,False
CYCLOHEXANE,SEC-BUTANOL,13,0.16530092339197167,0.195345834014733,0.04384691772963593,False
CYCLOHEXANE,TERT-BUTANOL,15,0.005443158797300566,0.007414459636153044,0.004011786781407554,True
CYCLOHEXANE,TERT-BUTANOL,16,0.00984650082881948,0.014387375414799383,0.012374450060557669,False
CYCLOHEXANE,TOLUENE,10,0.0029893723763178455,0.0043500477330556675,0.0013606753567378302,True
CYCLOHEXYLAMINE,"N,N-DIMETHYLFORMAMIDE",16,0.013526443970931659,0.02176803483185595,0.011662093449095454,False
